%time,field.header.seq,field.header.stamp,field.set_point,field.process_value,field.process_value_dot,field.process_value_filtered,field.process_value_dot_filtered,field.commanded_velocity,field.error,field.time_step,field.command,field.measured_effort,field.friction_compensation,field.position_p,field.position_i,field.position_d,field.position_i_clamp,field.velocity_p,field.velocity_i,field.velocity_d,field.velocity_i_clamp
1354210903789188270,3233,1354210903789188270,9.79717439318e-17,-0.0273431448462,-0.00110470999577,-0.027334692618,-0.00160291438064,0.0,0.027334692618,0.001000167,0.0,1.166297171,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903799152428,3234,1354210903799152428,9.79717439318e-17,-0.0274057339472,0.000159242047166,-0.0274151835902,-0.0061735860099,0.0,0.0274151835902,0.000985629,0.0,1.17458054439,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903809182843,3235,1354210903809182843,9.79717439318e-17,-0.0273640604112,-0.0160362650298,-0.027359564757,0.00404165472475,0.0,0.027359564757,0.000999648,0.0,1.21352932434,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903819167444,3236,1354210903819167444,9.79717439318e-17,-0.0274551284146,-0.0142146519591,-0.0274388371204,-0.00905699207839,0.0,0.0274388371204,0.000969176,0.0,1.20986503722,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903829186829,3237,1354210903829186829,9.79717439318e-17,-0.0275510486612,0.0184540780115,-0.0275636822108,-0.0094581840006,0.0,0.0275636822108,0.000980086,0.0,1.13813620385,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903839189521,3238,1354210903839189521,9.79717439318e-17,-0.0275067517186,0.0021919576412,-0.0275331578742,0.00438535423393,0.0,0.0275331578742,0.000995437,0.0,1.04683102246,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903849213825,3239,1354210903849213825,9.79717439318e-17,-0.0274701071515,0.0168179883558,-0.0274981141447,0.00372362866556,0.0,0.0274981141447,0.000991726,0.0,0.928045662972,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903859206315,3240,1354210903859206315,9.79717439318e-17,-0.0275080763368,-0.0131381512211,-0.0275124478515,-0.00386317190509,0.0,0.0275124478515,0.000985219,0.0,0.941080613249,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903869207799,3241,1354210903869207799,9.79717439318e-17,-0.0275454864831,-0.0123666918109,-0.0275236709675,-0.00378028720793,0.0,0.0275236709675,0.000980313,0.0,0.954605783694,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903879230924,3242,1354210903879230924,9.79717439318e-17,-0.0275639545149,-0.0119772037041,-0.0275395081594,-0.00188400666497,0.0,0.0275395081594,0.001002918,0.0,1.27654507787,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903889208165,3243,1354210903889208165,9.79717439318e-17,-0.027505416227,0.00218310855395,-0.0275127164246,0.00605170721559,0.0,0.0275127164246,0.000968797,20.4015366817,1.37350509267,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903899223704,3244,1354210903899223704,9.79717439318e-17,-0.0274673927743,-0.0139506398793,-0.02748273549,0.00372521422887,0.0,0.02748273549,0.000984029,0.0,1.62770672948,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903909239270,3245,1354210903909239270,9.79717439318e-17,-0.0274873155996,0.0325670902025,-0.0275386183325,-0.00200604818469,0.0,0.0275386183325,0.001015286,0.0,1.58360158725,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903919224670,3246,1354210903919224670,9.79717439318e-17,-0.0273715654266,0.0302152844891,-0.0274143114422,0.0116599915955,0.0,0.0274143114422,0.000984614,22.3529482573,1.47794710198,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903929224239,3247,1354210903929224239,9.79717439318e-17,-0.027419036985,-0.0149729799639,-0.0274194481184,-0.00462740320525,0.0,0.0274194481184,0.001014164,0.0,1.3566522752,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903939218383,3248,1354210903939218383,9.79717439318e-17,-0.0273884998726,0.0151389691329,-0.0274039938408,0.00309365874757,0.0,0.0274039938408,0.00100147,0.0,1.29197857214,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903949222602,3249,1354210903949222602,9.79717439318e-17,-0.027359692599,-0.0315470255224,-0.0273163540107,0.00286656192982,0.0,0.0273163540107,0.001027064,0.0,1.27344699582,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903959180341,3250,1354210903959180341,9.79717439318e-17,-0.0273249618914,0.0292349851896,-0.0273435520409,0.00351023892008,0.0,0.0273435520409,0.000970586,0.0,1.59464207762,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903969183813,3251,1354210903969183813,9.79717439318e-17,-0.0272652758742,0.0126563542633,-0.0272908991087,0.00595593513868,0.0,0.0272908991087,0.000982814,20.2428423894,1.56168941621,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903979196980,3252,1354210903979196980,9.79717439318e-17,-0.0274017520244,-0.0153431186431,-0.0273737565243,-0.0135161198425,0.0,0.0273737565243,0.001001831,0.0,1.48885776082,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903989192051,3253,1354210903989192051,9.79717439318e-17,-0.0273499741117,-0.0471259511918,-0.0273293911814,0.00503315200391,0.0,0.0273293911814,0.00098177,0.0,1.39603703561,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210903999196090,3254,1354210903999196090,9.79717439318e-17,-0.0274974461238,-0.013384426478,-0.0274610382656,-0.0147740299745,0.0,0.0274610382656,0.000999519,0.0,1.35982777289,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
1354210904009210881,3255,1354210904009210881,9.79717439318e-17,-0.0275021866552,0.0174300581674,-0.0275440958731,-0.000354890873132,0.0,0.0275440958731,0.001013024,0.0,1.29451924976,0.0,-800.0,-40.0,-180.0,4.0,0.0,0.0,0.0,0.0
